"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/ri/compiler/TreeCompiler.java","31","29","31","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","315","20","315","44"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","318","20","318","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","321","20","321","47"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","324","20","324","44"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","327","20","327","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","330","20","330","46"
"Unused label","An unused label for a loop or 'switch' statement is either redundant or indicates incorrect 'break' or 'continue' statements.","recommendation","Label 'MatchLoop' is not used.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1431","10","1510","32"
"Unused label","An unused label for a loop or 'switch' statement is either redundant or indicates incorrect 'break' or 'continue' statements.","recommendation","Label 'MatchLoop' is not used.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1515","10","1535","32"
"Unused label","An unused label for a loop or 'switch' statement is either redundant or indicates incorrect 'break' or 'continue' statements.","recommendation","Label 'MatchLoop' is not used.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1544","10","1572","32"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'Object s' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParser.java","577","5","577","13"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'Object[] steps' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParser.java","1174","5","1174","19"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'int[] nextStates' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1418","4","1418","20"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'int j' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1423","4","1423","9"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'int kind' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1811","3","1811","11"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'Token specialToken' is never read.","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","1812","3","1812","28"
"Constant interface anti-pattern","Implementing an interface (or extending an abstract class) only to put a number of constant definitions into scope is considered bad practice.","recommendation","Type XPathParser implements constant interface [[""XPathParserConstants""|""relative:///src/java/org/apache/commons/jxpath/ri/parser/XPathParserConstants.java:4:18:4:37""]].","/src/java/org/apache/commons/jxpath/ri/parser/XPathParser.java","7","18","7","28"
"Constant interface anti-pattern","Implementing an interface (or extending an abstract class) only to put a number of constant definitions into scope is considered bad practice.","recommendation","Type XPathParserTokenManager implements constant interface [[""XPathParserConstants""|""relative:///src/java/org/apache/commons/jxpath/ri/parser/XPathParserConstants.java:4:18:4:37""]].","/src/java/org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java","6","14","6","36"
"Possible confusion of local and field","A method in which a variable is declared with the same name as a field is difficult to understand.","recommendation","Confusing name: method [[""toString""|""relative:///src/java/org/apache/commons/jxpath/ri/compiler/Step.java:59:19:59:26""]] also refers to field [[""predicates""|""relative:///src/java/org/apache/commons/jxpath/ri/compiler/Step.java:28:26:28:35""]] (without qualifying it with 'this').","/src/java/org/apache/commons/jxpath/ri/compiler/Step.java","93","9","93","50"
"Useless parameter","Parameters that are not used add unnecessary complexity to an interface.","recommendation","The parameter 'context' is never used.","/src/java/org/apache/commons/jxpath/AbstractFactory.java","70","36","70","56"
