"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:66:9:66:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:74:9:74:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:75:9:75:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:76:9:76:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:255:9:255:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:276:9:276:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:288:9:288:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:301:9:301:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:313:9:313:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:349:9:349:21""]].
getMap exposes the internal representation stored in field map. The value may be modified [[""after this call to getMap""|""relative:///src/test/org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertiesModelTest.java:350:9:350:21""]].","/src/test/org/apache/commons/jxpath/TestBean.java","124","16","124","21"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getList exposes the internal representation stored in field list. The value may be modified [[""after this call to getList""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:64:9:64:22""]].
getList exposes the internal representation stored in field list. The value may be modified [[""after this call to getList""|""relative:///src/test/org/apache/commons/jxpath/ri/axes/SimplePathInterpreterTest.java:65:9:65:22""]].","/src/test/org/apache/commons/jxpath/TestBean.java","104","17","104","23"
"Exposing internal representation","An object that accidentally exposes its internal representation may allow the object's fields to be modified in ways that the object is not prepared to handle.","recommendation","getBeans exposes the internal representation stored in field beans. The value may be modified [[""after this call to getBeans""|""relative:///src/test/org/apache/commons/jxpath/ri/model/TestMixedModelFactory.java:57:13:57:27""]].
getBeans exposes the internal representation stored in field beans. The value may be modified [[""after this call to getBeans""|""relative:///src/test/org/apache/commons/jxpath/ri/model/beans/TestBeanFactory.java:52:13:52:27""]].","/src/test/org/apache/commons/jxpath/TestBean.java","49","29","49","36"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/ri/compiler/TreeCompiler.java","31","29","31","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","315","20","315","44"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","318","20","318","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","321","20","321","47"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","324","20","324","44"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","327","20","327","45"
"Missing catch of NumberFormatException","Calling a string to number conversion method without handling 'NumberFormatException' may cause unexpected runtime exceptions.","recommendation","Potential uncaught 'java.lang.NumberFormatException'.","/src/java/org/apache/commons/jxpath/util/BasicTypeConverter.java","330","20","330","46"
