"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapConsumer.parse""|""relative:///src/com/google/debugging/sourcemap/SourceMapConsumer.java:31:15:31:19""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapConsumerV1.java","120","15","120","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapConsumer.parse""|""relative:///src/com/google/debugging/sourcemap/SourceMapConsumer.java:31:15:31:19""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapConsumerV2.java","59","15","59","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""CharIterator.hasNext""|""relative:///src/com/google/debugging/sourcemap/Base64VLQ.java:92:13:92:19""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapConsumerV3.java","373","20","373","26"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""CharIterator.next""|""relative:///src/com/google/debugging/sourcemap/Base64VLQ.java:93:10:93:13""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapConsumerV3.java","365","17","365","20"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapConsumer.parse""|""relative:///src/com/google/debugging/sourcemap/SourceMapConsumer.java:31:15:31:19""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapConsumerV3.java","53","15","53","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""MappingVisitor.visit""|""relative:///src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java:500:10:500:14""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","400","17","400","21"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.appendTo""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:40:8:40:15""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","302","15","302","22"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.reset""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:59:8:59:12""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","288","15","288","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.setStartingPosition""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:96:8:96:26""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","279","15","279","33"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.setWrapperPrefix""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:84:8:84:23""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","252","15","252","30"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.addMapping""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:73:8:73:17""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV1.java","180","15","180","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""MappingVisitor.visit""|""relative:///src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java:745:10:745:14""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","542","17","542","21"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.appendTo""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:40:8:40:15""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","267","15","267","22"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.addMapping""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:73:8:73:17""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","158","15","158","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.setStartingPosition""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:96:8:96:26""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","147","15","147","33"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.setWrapperPrefix""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:84:8:84:23""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","120","15","120","30"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.validate""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:102:8:102:15""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","109","15","109","22"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.reset""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:59:8:59:12""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV2.java","93","15","93","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""MappingVisitor.visit""|""relative:///src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java:472:10:472:14""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java","691","17","691","21"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""SourceMapGenerator.appendTo""|""relative:///src/com/google/debugging/sourcemap/SourceMapGenerator.java:40:8:40:15""]]; it is advisable to add an Override annotation.","/src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java","277","15","277","22"
