"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""Comparator<>.compare""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/util/Comparator.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/StringEncoderComparator.java","71","16","71","22"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""BinaryEncoder.encode""|""relative:///src/java/org/apache/commons/codec/BinaryEncoder.java:40:12:40:17""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64.java","928","19","928","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""Encoder.encode""|""relative:///src/java/org/apache/commons/codec/Encoder.java:44:12:44:17""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64.java","902","19","902","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""BinaryDecoder.decode""|""relative:///src/java/org/apache/commons/codec/BinaryDecoder.java:40:12:40:17""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64.java","733","19","733","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""Decoder.decode""|""relative:///src/java/org/apache/commons/codec/Decoder.java:53:12:53:17""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64.java","704","19","704","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""FilterInputStream.markSupported""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/io/FilterInputStream.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64InputStream.java","171","20","171","32"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""FilterInputStream.read""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/io/FilterInputStream.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64InputStream.java","138","16","138","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""FilterInputStream.read""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/io/FilterInputStream.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64InputStream.java","108","16","108","19"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""FilterOutputStream.close""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/io/FilterOutputStream.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64OutputStream.java","187","17","187","21"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""FilterOutputStream.flush""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/io/FilterOutputStream.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/src/java/org/apache/commons/codec/binary/Base64OutputStream.java","177","17","177","21"
