"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.putSelectionState""|""relative:///source/org/jfree/chart/RenderingSource.java:83:17:83:33""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/BufferedImageRenderingSource.java","117","17","117","33"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.getSelectionState""|""relative:///source/org/jfree/chart/RenderingSource.java:72:34:72:50""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/BufferedImageRenderingSource.java","96","34","96","50"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.createGraphics2D""|""relative:///source/org/jfree/chart/RenderingSource.java:62:23:62:38""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/BufferedImageRenderingSource.java","84","23","84","38"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.createGraphics2D""|""relative:///source/org/jfree/chart/RenderingSource.java:62:23:62:38""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","3123","23","3123","38"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.putSelectionState""|""relative:///source/org/jfree/chart/RenderingSource.java:83:17:83:33""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","3110","17","3110","33"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""RenderingSource.getSelectionState""|""relative:///source/org/jfree/chart/RenderingSource.java:72:34:72:50""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","3088","34","3088","50"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""JPanel.updateUI""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/javax/swing/JPanel.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","2939","17","2939","24"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""JComponent.getListeners""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/javax/swing/JComponent.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","2692","28","2692","39"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""Printable.print""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/awt/print/Printable.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","2646","16","2646","20"
"Missing Override annotation","A method that overrides a method in a superclass but does not have an 'Override' annotation cannot take advantage of compiler checks, and makes code less readable.","recommendation","This method overrides [[""MouseMotionListener.mouseMoved""|""file:///usr/lib/jvm/java-1.8.0-openjdk-1.8.0.412.b08-1.el7_9.x86_64/jre/lib/rt.jar/java/awt/event/MouseMotionListener.class:0:0:0:0""]]; it is advisable to add an Override annotation.","/source/org/jfree/chart/ChartPanel.java","2055","17","2055","26"
